,Coords,City,Tweet,Timestamp,Density
4,"[-73.92308999999995, 40.82600000000008]",New York City Metro,@NotifyNYC: Vehicle Fire: Northbound Cross Bronx Expressway closed at Rosedale Avenue in The Bronx. Consider alt routes. Multilingual and ASL Link: https://t.co/uy98VgEEnJ.,2022-03-28 07:28:58+00:00,2
6,"[-73.74345999999997, 40.99374000000006]",New York City Metro,@NotifyNYC: Vehicle Fire: Northbound Cross Bronx Expressway closed at Rosedale Avenue in The Bronx. Consider alt routes. Multilingual and ASL Link: https://t.co/uy98VgEEnJ.,2022-03-28 07:28:58+00:00,2
10,"[-74.19696481374376, 40.547323820697486]",New York City Metro,@NotifyNYC: Vehicle Fire: Northbound Cross Bronx Expressway closed at Rosedale Avenue in The Bronx. Consider alt routes. Multilingual and ASL Link: https://t.co/uy98VgEEnJ.,2022-03-28 07:28:58+00:00,2
0,"[-73.8699902245569, 40.83666983631478]",New York City Metro,Vehicle Fire: Northbound Cross Bronx Expressway closed at Rosedale Avenue in The Bronx. Consider alt routes. Multilingual and ASL Link: https://t.co/GpdlTK7FPB.,2022-03-28 07:13:07+00:00,2
1,"[-73.86642255359766, 40.81969298071338]",New York City Metro,Vehicle Fire: Northbound Cross Bronx Expressway closed at Rosedale Avenue in The Bronx. Consider alt routes. Multilingual and ASL Link: https://t.co/GpdlTK7FPB.,2022-03-28 07:13:07+00:00,2
2,"[-73.86869478019247, 40.829449061941794]",New York City Metro,Vehicle Fire: Northbound Cross Bronx Expressway closed at Rosedale Avenue in The Bronx. Consider alt routes. Multilingual and ASL Link: https://t.co/GpdlTK7FPB.,2022-03-28 07:13:07+00:00,2
3,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Vehicle Fire: Northbound Cross Bronx Expressway closed at Rosedale Avenue in The Bronx. Consider alt routes. Multilingual and ASL Link: https://t.co/GpdlTK7FPB.,2022-03-28 07:13:07+00:00,2
4,"[-73.92308999999995, 40.82600000000008]",New York City Metro,Vehicle Fire: Northbound Cross Bronx Expressway closed at Rosedale Avenue in The Bronx. Consider alt routes. Multilingual and ASL Link: https://t.co/GpdlTK7FPB.,2022-03-28 07:13:07+00:00,2
6,"[-73.74345999999997, 40.99374000000006]",New York City Metro,Vehicle Fire: Northbound Cross Bronx Expressway closed at Rosedale Avenue in The Bronx. Consider alt routes. Multilingual and ASL Link: https://t.co/GpdlTK7FPB.,2022-03-28 07:13:07+00:00,2
10,"[-74.19696481374376, 40.547323820697486]",New York City Metro,Vehicle Fire: Northbound Cross Bronx Expressway closed at Rosedale Avenue in The Bronx. Consider alt routes. Multilingual and ASL Link: https://t.co/GpdlTK7FPB.,2022-03-28 07:13:07+00:00,2
0,"[-73.8799902029237, 40.82852150485773]",New York City Metro,Car Fire: #CrossBronxExpressway eastbound approaching Westchester Avenue in the #Bronx. All lanes closed. @1010WINS https://t.co/MtGPlBIeaB,2022-03-28 07:09:07+00:00,2
1,"[-73.85321596165248, 40.834094297380766]",New York City Metro,Car Fire: #CrossBronxExpressway eastbound approaching Westchester Avenue in the #Bronx. All lanes closed. @1010WINS https://t.co/MtGPlBIeaB,2022-03-28 07:09:07+00:00,2
2,"[-73.83301073945105, 40.846451696983834]",New York City Metro,Car Fire: #CrossBronxExpressway eastbound approaching Westchester Avenue in the #Bronx. All lanes closed. @1010WINS https://t.co/MtGPlBIeaB,2022-03-28 07:09:07+00:00,2
3,"[-73.84150383288953, 40.84098504379493]",New York City Metro,Car Fire: #CrossBronxExpressway eastbound approaching Westchester Avenue in the #Bronx. All lanes closed. @1010WINS https://t.co/MtGPlBIeaB,2022-03-28 07:09:07+00:00,2
4,"[-73.908026835814, 40.81638097649711]",New York City Metro,Car Fire: #CrossBronxExpressway eastbound approaching Westchester Avenue in the #Bronx. All lanes closed. @1010WINS https://t.co/MtGPlBIeaB,2022-03-28 07:09:07+00:00,2
5,"[-73.89005238311653, 40.82562385074616]",New York City Metro,Car Fire: #CrossBronxExpressway eastbound approaching Westchester Avenue in the #Bronx. All lanes closed. @1010WINS https://t.co/MtGPlBIeaB,2022-03-28 07:09:07+00:00,2
6,"[-73.82606551489631, 40.853181451131384]",New York City Metro,Car Fire: #CrossBronxExpressway eastbound approaching Westchester Avenue in the #Bronx. All lanes closed. @1010WINS https://t.co/MtGPlBIeaB,2022-03-28 07:09:07+00:00,2
7,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Car Fire: #CrossBronxExpressway eastbound approaching Westchester Avenue in the #Bronx. All lanes closed. @1010WINS https://t.co/MtGPlBIeaB,2022-03-28 07:09:07+00:00,2
8,"[-73.92308999999995, 40.82600000000008]",New York City Metro,Car Fire: #CrossBronxExpressway eastbound approaching Westchester Avenue in the #Bronx. All lanes closed. @1010WINS https://t.co/MtGPlBIeaB,2022-03-28 07:09:07+00:00,2
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"Traffic badly congested,blocked on this alternate route. Need some traffic police, @hamzashafqaat @ICT_Police @Ayab_Ahmed https://t.co/Co88fTJAhz",2022-03-28 06:46:01+00:00,2
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #M15SBSBus at Houston St/Second Ave https://t.co/cK1dWcc6is,2022-03-28 06:10:19+00:00,1
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #M15Bus at Houston St/Second Ave https://t.co/cK1dWcc6is,2022-03-28 06:10:19+00:00,1
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
1,"[-73.7236765121341, 40.764231018356995]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
2,"[-73.92257587964471, 40.73446403063448]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
3,"[-73.92811515835673, 40.73650333652791]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
4,"[-73.7402593849537, 40.756450135954374]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
5,"[-73.88117016688221, 40.72877572014872]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
6,"[-73.84684181465879, 40.73940386036022]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
7,"[-73.87393449123707, 40.73094799559663]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
8,"[-73.86033286086986, 40.73514637729724]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
9,"[-73.86158974609545, 40.734929437602105]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
10,"[-73.77774178166139, 40.74311635881928]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
11,"[-73.7758235757936, 40.7433908974805]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
12,"[-73.8232605644611, 40.741637836416935]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
13,"[-73.82558359272564, 40.74224844558383]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
14,"[-73.85348174400457, 40.73691645989662]",New York City Metro,"Crash: #LongIslandExpressway #LIE #I495 eastbound at x43, South Oyster Bay Road in #Syosset.  Right &amp; center lanes blocked. #LIBig3 @nysdotli @NYSDOT @1010WINS https://t.co/nG9qCCyNp6",2022-03-28 06:08:12+00:00,2
0,"[-73.91682379294392, 40.74312067820792]",New York City Metro,Crash: #BQE #I278 eastbound near #QueensBoulevard in #Queens. 2 lanes blocked. @NYSDOT @1010WINS https://t.co/DTalNLx1ey,2022-03-28 05:47:01+00:00,2
1,"[-73.9290773102491, 40.74419718570295]",New York City Metro,Crash: #BQE #I278 eastbound near #QueensBoulevard in #Queens. 2 lanes blocked. @NYSDOT @1010WINS https://t.co/DTalNLx1ey,2022-03-28 05:47:01+00:00,2
2,"[-73.90703289332055, 40.741997526991156]",New York City Metro,Crash: #BQE #I278 eastbound near #QueensBoulevard in #Queens. 2 lanes blocked. @NYSDOT @1010WINS https://t.co/DTalNLx1ey,2022-03-28 05:47:01+00:00,2
3,"[-73.88996704089703, 40.7391785179224]",New York City Metro,Crash: #BQE #I278 eastbound near #QueensBoulevard in #Queens. 2 lanes blocked. @NYSDOT @1010WINS https://t.co/DTalNLx1ey,2022-03-28 05:47:01+00:00,2
4,"[-73.85609464491763, 40.72775392850195]",New York City Metro,Crash: #BQE #I278 eastbound near #QueensBoulevard in #Queens. 2 lanes blocked. @NYSDOT @1010WINS https://t.co/DTalNLx1ey,2022-03-28 05:47:01+00:00,2
5,"[-73.85049627072627, 40.725441341348436]",New York City Metro,Crash: #BQE #I278 eastbound near #QueensBoulevard in #Queens. 2 lanes blocked. @NYSDOT @1010WINS https://t.co/DTalNLx1ey,2022-03-28 05:47:01+00:00,2
6,"[-73.82034317599216, 40.70973551338444]",New York City Metro,Crash: #BQE #I278 eastbound near #QueensBoulevard in #Queens. 2 lanes blocked. @NYSDOT @1010WINS https://t.co/DTalNLx1ey,2022-03-28 05:47:01+00:00,2
7,"[-73.82887453279307, 40.71351061481474]",New York City Metro,Crash: #BQE #I278 eastbound near #QueensBoulevard in #Queens. 2 lanes blocked. @NYSDOT @1010WINS https://t.co/DTalNLx1ey,2022-03-28 05:47:01+00:00,2
8,"[-73.82409683235608, 40.7113265302256]",New York City Metro,Crash: #BQE #I278 eastbound near #QueensBoulevard in #Queens. 2 lanes blocked. @NYSDOT @1010WINS https://t.co/DTalNLx1ey,2022-03-28 05:47:01+00:00,2
9,"[-73.89732226805894, 40.74049610741833]",New York City Metro,Crash: #BQE #I278 eastbound near #QueensBoulevard in #Queens. 2 lanes blocked. @NYSDOT @1010WINS https://t.co/DTalNLx1ey,2022-03-28 05:47:01+00:00,2
0,"[-74.20550915310247, 40.640721946869434]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
1,"[-73.8525728909017, 40.82682219807212]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
2,"[-73.84365739001235, 40.82840247771987]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
3,"[-73.92952688140933, 40.78638918981738]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
4,"[-73.9131074535431, 40.76957664788797]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
5,"[-73.91745183746504, 40.77062861343943]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
6,"[-73.89523182024291, 40.743738112468286]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
7,"[-73.92867694226139, 40.72764873156824]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
8,"[-73.91202900548177, 40.80452641138531]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
9,"[-73.83906261320435, 40.82879908178065]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
10,"[-73.89847317657556, 40.812572546372834]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
11,"[-73.88906648707307, 40.821040322505915]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
12,"[-73.9982249047599, 40.671430030218986]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
13,"[-73.99867070244603, 40.6721365824259]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
14,"[-74.0273026275116, 40.61460991672442]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
15,"[-74.02958536200144, 40.6117858298704]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
16,"[-73.99912582883799, 40.693744194711996]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
17,"[-73.9823543124646, 40.69766810763306]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
18,"[-73.9531523740709, 40.71391758407088]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
19,"[-73.99981993902466, 40.68722002705894]",New York City Metro,Construction on #I278 EB at Union Street https://t.co/14RqslnPXH,2022-03-28 04:58:13+00:00,1
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
4,"[-74.0273026275116, 40.61460991672442]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
5,"[-74.02958536200144, 40.6117858298704]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
6,"[-73.99642004274502, 40.699484045713135]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
7,"[-73.95687946188421, 40.70877530213028]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
8,"[-73.9531523740709, 40.71391758407088]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
9,"[-74.00006651112626, 40.68668277302619]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
10,"[-74.00063296597504, 40.6609528261404]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
11,"[-73.94413138388978, 40.72014315875127]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
12,"[-74.01667710466447, 40.63069583321817]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
13,"[-74.0351593570265, 40.60958903685265]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
14,"[-73.96289587587222, 40.69677508432244]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
15,"[-73.9616253424968, 40.70015326843344]",New York City Metro,Roadwork: #BQE #I278 eastbound at Union Street in #Brooklyn. Right &amp; center lanes blocked UFN. @1010WINS https://t.co/caV4Njkrui,2022-03-28 04:57:09+00:00,2
0,"[-73.97593883684713, 40.714659799164096]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
1,"[-73.94807409042399, 40.7696928349973]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
2,"[-73.9560770853685, 40.760911246031796]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
3,"[-73.95133259186801, 40.76585729382425]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
4,"[-73.9815837913104, 40.710726666044586]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
5,"[-73.93772574534074, 40.78843324343853]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
6,"[-73.97472438992716, 40.734925038180876]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
7,"[-73.97219228856517, 40.74274780951136]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
8,"[-73.94289819271366, 40.77811919067601]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
9,"[-73.94472618438424, 40.77278779095276]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
10,"[-73.9607872806428, 40.75593563511493]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
11,"[-73.97255899941517, 40.72522369662574]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
12,"[-73.96643932190055, 40.74990445168742]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
13,"[-74.00036199440645, 40.70754913238046]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
14,"[-74.00522158453529, 40.704676668554015]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
15,"[-74.0101926815542, 40.70184748091681]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
16,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
17,"[-73.96832948696962, 40.712482701823355]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
18,"[-73.96150263649727, 40.71021961483099]",New York City Metro,Crash: #FDRDrive northbound approaching the #WilliamsburgBridge in #Manhattan. Left and center lanes blocked. @NYSDOT_NYC @NYSDOT @1010WINS https://t.co/gbNaRpU7Qp,2022-03-28 04:53:11+00:00,2
0,"[-73.92945693593006, 40.799612393250044]",New York City Metro,"CLEARED BUFFALO: Disabled vehicle: NB on I-190 exit 17-exit 18A: Right lane blocked: Incident clear, traffic normal.",2022-03-28 04:52:15+00:00,0
1,"[-73.93066835397232, 40.86976234316364]",New York City Metro,"CLEARED BUFFALO: Disabled vehicle: NB on I-190 exit 17-exit 18A: Right lane blocked: Incident clear, traffic normal.",2022-03-28 04:52:15+00:00,0
2,"[-73.93111928211157, 40.86680047574858]",New York City Metro,"CLEARED BUFFALO: Disabled vehicle: NB on I-190 exit 17-exit 18A: Right lane blocked: Incident clear, traffic normal.",2022-03-28 04:52:15+00:00,0
3,"[-73.84420729756118, 40.6646656301497]",New York City Metro,"CLEARED BUFFALO: Disabled vehicle: NB on I-190 exit 17-exit 18A: Right lane blocked: Incident clear, traffic normal.",2022-03-28 04:52:15+00:00,0
4,"[-73.82405206649902, 40.793558123653504]",New York City Metro,"CLEARED BUFFALO: Disabled vehicle: NB on I-190 exit 17-exit 18A: Right lane blocked: Incident clear, traffic normal.",2022-03-28 04:52:15+00:00,0
5,"[-73.82358992184679, 40.79174635503255]",New York City Metro,"CLEARED BUFFALO: Disabled vehicle: NB on I-190 exit 17-exit 18A: Right lane blocked: Incident clear, traffic normal.",2022-03-28 04:52:15+00:00,0
6,"[-73.7927598572705, 40.71921613047106]",New York City Metro,"CLEARED BUFFALO: Disabled vehicle: NB on I-190 exit 17-exit 18A: Right lane blocked: Incident clear, traffic normal.",2022-03-28 04:52:15+00:00,0
7,"[-74.02784717843637, 40.61368764153471]",New York City Metro,"CLEARED BUFFALO: Disabled vehicle: NB on I-190 exit 17-exit 18A: Right lane blocked: Incident clear, traffic normal.",2022-03-28 04:52:15+00:00,0
8,"[-74.0246507998167, 40.618504505756036]",New York City Metro,"CLEARED BUFFALO: Disabled vehicle: NB on I-190 exit 17-exit 18A: Right lane blocked: Incident clear, traffic normal.",2022-03-28 04:52:15+00:00,0
9,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"CLEARED BUFFALO: Disabled vehicle: NB on I-190 exit 17-exit 18A: Right lane blocked: Incident clear, traffic normal.",2022-03-28 04:52:15+00:00,0
2,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #CoastLine from New York Penn Station to Rahway https://t.co/od8P9uDRh4,2022-03-28 04:46:59+00:00,1
8,"[-73.95923197782602, 40.70161609381361]",New York City Metro,Updated: Construction on #CoastLine from New York Penn Station to Rahway https://t.co/od8P9uDRh4,2022-03-28 04:46:59+00:00,1
9,"[-73.95530100235588, 40.70416001212688]",New York City Metro,Updated: Construction on #CoastLine from New York Penn Station to Rahway https://t.co/od8P9uDRh4,2022-03-28 04:46:59+00:00,1
10,"[-74.12338490789914, 40.610465032798444]",New York City Metro,Updated: Construction on #CoastLine from New York Penn Station to Rahway https://t.co/od8P9uDRh4,2022-03-28 04:46:59+00:00,1
0,"[-73.96009897163007, 40.85305783617687]",New York City Metro,Crash: #GWB #GeorgeWashingtonBridge -Upper level- outbound (to NJ). 2 Right lanes blocked. @PANYNJ_GWB @1010WINS,2022-03-28 04:46:59+00:00,2
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Crash: #GWB #GeorgeWashingtonBridge -Upper level- outbound (to NJ). 2 Right lanes blocked. @PANYNJ_GWB @1010WINS,2022-03-28 04:46:59+00:00,2
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Updated: Construction on #CoastLine from New York Penn Station to Rahway https://t.co/od8P9umfSu,2022-03-28 04:45:11+00:00,1
6,"[-73.95923197782602, 40.70161609381361]",New York City Metro,Updated: Construction on #CoastLine from New York Penn Station to Rahway https://t.co/od8P9umfSu,2022-03-28 04:45:11+00:00,1
7,"[-73.95530100235588, 40.70416001212688]",New York City Metro,Updated: Construction on #CoastLine from New York Penn Station to Rahway https://t.co/od8P9umfSu,2022-03-28 04:45:11+00:00,1
