,Datetime,Text,Username,UserLocation,ReplyCount,LikeCount,RetweetCount
270,2022-02-21 19:55:01+00:00,"“We’re going to have a shutdown,” Bob Bolus, the organizer, told The Epoch Times. “We’ll shut it down.”

A US #TruckerConvoy planning to leave soon plans on shutting down traffic on the Capital Beltway outside #WashingtonDC. https://t.co/qvXAUbkNhc",EpochTimes,"New York, USA",11,121,48
271,2022-02-21 19:54:55+00:00,"Why is there traffic, just go lol",TommyTurkovic,NYC,0,1,0
272,2022-02-21 19:44:46+00:00,@AnnualModular @TrueventusMy Modular construction has been about for over 30 years,carpman33654454,"New York, USA",0,0,0
273,2022-02-21 19:42:11+00:00,Cleared: Construction on #NY27 EB from 7th Avenue to Exit 4 - John P Devaney Boulevard,511NY,New York State,0,0,0
274,2022-02-21 19:38:39+00:00,This construction nextdoor,bob_le_buildier,"New York, USA",0,1,0
275,2022-02-21 19:36:02+00:00,"LEASE
IMAGE: Michael Wang
DATE: 02/01/2022
ADDRESS: 18-31 131st St. 
MARKET: Queens
ASSET TYPE: Industrial

TENANT: The New York City School Construction Authority
BROKER: Michael Wang (@MichaelWan...

View more details on Insta: https://t.co/Vhh35QXwyk https://t.co/8ui81iyjwE",tradedny,New York,0,0,1
276,2022-02-21 19:31:34+00:00,@JustinBrannan Hey pal! Any chance we can get some NYPD traffic around bayridge between 68th and 75th on 5th? The double parking and people running red lights is insane! I was just nearly hit by a middle eastern dude who ran a red and then got verbally abusive when I had to move.,Loafhimself,"Brooklyn, NYC",0,0,0
277,2022-02-21 19:31:19+00:00,Construction sends millions of tons of waste to landfills every year. CNY Group is trying to recycle it instead. https://t.co/BsByfD15i2,FastCoImpact,"New York, NY",0,0,0
278,2022-02-21 19:30:06+00:00,finna hop right in traffic 🥳,kyngstevoo,"New York, NY",0,0,0
279,2022-02-21 19:29:12+00:00,@Big13DickEnergy @boston25 Quit causing traffic and get on the sidewalks. Us people with jobs and cars need to get around.,JohnGuest420,"New York, NY",0,0,0
280,2022-02-21 19:27:31+00:00,"Europe Hotel Construction Pipeline Stands at 1,824 Projects/295,152 Rooms https://t.co/svmZCbjZRL",hoteltrends,New York,0,0,0
281,2022-02-21 19:26:37+00:00,"@wovenstrap Reminds me of the construction of a lot of film noir titles. ""Murder, My Sweet"" or ""So Dark the Night""",JackRossiterMun,"New York, NY",1,1,0
282,2022-02-21 19:23:08+00:00,"CLEARED LOWER HUDSON VALLEY: Slow traffic: WB on I-287 exit 8-exit 1: Stop and go traffic: Incident clear, traffic normal.",ThruwayTraffic,New York ,0,1,1
283,2022-02-21 19:22:49+00:00,A positive message drivers to send to drivers as you ride by them in traffic. https://t.co/rc7CYzWknD,BrooklynSpoke,"New York, NY",3,33,0
284,2022-02-21 19:20:39+00:00,"In the #Bronx, the eastbound #CrossBronxExpressway has a crash taking out the left lane east of the Major Deegan Expressway. @1010WINS @NYC_DOT https://t.co/4stQyG4x3m",WINSTRAFFICNYC,New York,0,1,0
285,2022-02-21 19:15:31+00:00,Historic Legend Rally Cars Crash Compilation 2020 https://t.co/WgSijB9Gdq,724accidents,"New York, US",0,0,0
286,2022-02-21 19:15:31+00:00,"Traffic is sluggish getting onto the Manhattan-bound upper level of the #QueensboroBridge, then it moves well across the span. The Manhattan-bound lower level goods good. Queens-bound is quiet on both levels. The #QueensMidtownTunnel is in good shape both ways. @1010WINS @MTA https://t.co/dwsLv8o5wN",WINSTRAFFICNYC,New York,0,0,0
287,2022-02-21 19:14:25+00:00,Happy birthday to the only person that went to prison for a traffic ticket @KaitBaitxo,MoThePolitician,"New York, USA",0,1,0
288,2022-02-21 19:14:07+00:00,"Facebook in particular has been core to Shopify’s success, at one point representing 85% of all social traffic

Today, 22% of /all/ traffic to Shopify stores comes from Facebook alone

https://t.co/GMIIRFOEpd",janerikasplund,New York City,1,3,0
289,2022-02-21 19:13:43+00:00,#SocialMedia #SocialMediaMarketing This can be quite possibly the most well-performing technique of generating traffic towards your company but given that you will have the secret key element https://t.co/mJxIeCtT4s https://t.co/Lu9QNyPLTS,TheWealthZone,"New York, NY",0,1,0
290,2022-02-21 19:10:01+00:00,The inbound #GowanusExpressway/eastbound #BQE has delays from 39th Street to Atlantic Avenue as a result of a crash in the center lane. @1010WINS @NYC_DOT https://t.co/lTGjycjhp0,WINSTRAFFICNYC,New York,0,0,0
291,2022-02-21 18:57:41+00:00,"what should’ve maybe been a 10 minute journey has now turned into an hour and a half 

because fuck Long Island traffic",spoon_footpwder,"New York, NY",0,1,0
292,2022-02-21 18:56:09+00:00,"I would've love to start streaming but... there's so much construction going over near my home, too much loud background noise. :(

Oh well.",beardgator,NYC,1,8,0
293,2022-02-21 18:55:10+00:00,"Check out my new video with @WilliamScurry where we get freaky discussing David Cronenberg and the car crash as ""a fertilizing rather than a destructive event"": https://t.co/rnJ57LLo71 https://t.co/eSqqczoTEy",gknout,New York City,4,78,17
294,2022-02-21 18:54:12+00:00,If you think them doing construction outside my bedroom door is going to stop me from blasting Gaga in the shower (daily ritual) u are wrong and mistaken,ajaxvibez,la|nyc,2,2,0
295,2022-02-21 18:52:27+00:00,"Fun Fact:  The protesters against the Vietnam War didn't have a chance of ending the war until in 1971 they peacefully but firmly blocked traffic in the belly of the beast, Washington, DC.  And Congress couldn't ignore them any longer.  Why am I saying this now?  Oh, no reason...",AjaxtheGreat9,New York,5,6,2
296,2022-02-21 18:50:55+00:00,"In the #Bronx, southbound #BronxRiverParkway has a crash in the the right lane near Sheridan Expressway. @1010WINS @NYC_DOT https://t.co/63K3aB3qJe",WINSTRAFFICNYC,New York,0,0,0
297,2022-02-21 18:50:43+00:00,"Accident, center lane blocked in #BrooklynOnTheBqe on I-278 (Gow Expy) EB approaching Atlantic Ave/x27, stopped traffic back to The Gowanus Canal #traffic https://t.co/cLJ9IKsg5n",TotalTrafficNYC,New York City & New Jersey,0,0,0
298,2022-02-21 18:49:11+00:00,"We are on the Expressway to #WrestleMania, and @davidlagreca1 &amp; @bullyray5150 are getting you ready on the Busted Open Podcast!

Today:
🟢#WWEChamber Recap
⚔️@BrockLesnar as #WWEChampion 
⚱️Hopes for @undertaker's #WWEHOF induction

Listen NOW!⬇️⬇️
https://t.co/OfYp4fPQUa",BustedOpenRadio,NYC,1,12,4
299,2022-02-21 18:45:00+00:00,"We congratulate Gavaskar Reid on the 6th year of offering construction mentoring in collaboration with NEW for select high schools in NYC. 
Begins Tuesday, February 22 through Friday, February 25th.
https://t.co/oAI68iGQ5o

#MariaVBuckmire #DeniseMontes #CTE
#mentoring",YouthConstruct,"New York, NY",0,0,1
300,2022-02-21 18:44:43+00:00,"@sandypsj ""Traffic violence is a distraction. Why isn't anyone talking about The Revolution?""",foxandcity,"New York, USA",0,2,0
